session_id	item_id_seq	item_id
8953	21 1 2 19	12
8954	283 7 155 96 1 5	134
8955	114 4 2 0 1 44 70 12 385 293 97	286
8956	70 59 36	133
8957	30 448 96 16 124 71 137 120 233	234
8958	22 123 298 30 500 84 304	192
8959	238 213 273 474	216
8960	124 282 37 96	136
8961	225 136 102 30 308 309 134 150 381 418 525 619 650 456	554
8962	1 0 2	320
8963	2 21 1	132
8964	113 30 7 32 13 1 21 81 195 55 233 234 188 182 137 120 96 144 143 578 16 125 319 466	593
8965	172 71 30 96 6	429
8966	247 56 136	338
8967	5 46 2 96	7
8968	133 70 1 194 87 97	90
8969	32 97 70 154 44 12 116	11
8970	66 103 7 100	213
8971	23 86 55	168
8972	283 71 104 161 11 181	93
8973	5 6 44	0
8974	22 2 3 5 111	46
8975	283 115 22 5 37 163 46 104 109 2 3 100 144 181 136 93 228 162 336 11 21 0 284 6 155 249 1	106
8976	233 394 159	204
8977	12 1 2 3 44	21
8978	262 6 144 163	233
8979	1 0 2	3
8980	6 39 43	155
8981	239 30 225 21 115 71 0 95 454 161 518 388 285 29 66 330 246	416
8982	60 2 19 20	329
8983	158 135 477	118
8984	12 313 44	237
8985	59 96 30 143 198	187
8986	1 5 19	20
8987	324 231 133 398 272	141
8988	124 52 448 120	233
8989	90 12 124	66
8990	145 59 96 104 29 448	161
8991	12 155 6 59 96 313 154 116	44
8992	6 99 155	137
8993	96 1 0	21
8994	284 111 161 442	445
8995	103 55 162 139 161 96 3 137 229 442 93 285 165 239 283	94
8996	2 21 97	6
8997	93 26 111	123
8998	96 6 144 120 163	342
8999	46 249 5 1 154	8
9000	13 132 265 86 12 226 131 130 99 198 313 88	14
9001	3 44 2 366	1
9002	131 13 12 106 154 22 231 114 24	14
9003	70 13 6 256 106 174	214
9004	30 97 2 21 5 12 44	25
9005	21 1 0	2
9006	96 274 285 165 43 522	177
9007	89 71 168 59 55 100	534
9008	123 97 22	155
9009	70 133 66 377 71 24 98 86	182
9010	133 324 5 265 26	22
9011	97 70 130 129 22 2 12 256	3
9012	151 6 197	532
9013	88 13 70 66 270 231	121
9014	240 165 30	598
9015	82 305 137	315
9016	270 88 9 15 236 32	121
9017	281 262 195 271 209 123 22 137 304	283
9018	23 32 12 74 264	1
9019	32 70 96	44
9020	240 111 237	136
9021	70 97 44	1
9022	13 5 172	46
9023	22 2 3 12 60 172	44
9024	52 82 355 71 144 198 118	120
9025	13 1 59	118
9026	66 6 171 43 118	137
9027	30 172 21 1 2 46 12 7 59 55	165
9028	91 404 226 145 1	46
9029	142 21 46 336	96
9030	11 59 6	142
9031	270 172 209 228 136 109 30 29 284 181 45 5 226 11 22 15 232 367 74 8 570 97 534 264 110 2 241 26 277 336 456 115 227 479 3 77 198 113 363 164 94 462 302 240 581 243 137 439 159 305 180 450 451 158 531 499 637 119 362 418	28
9032	82 30 118 96 124 66 274 120 198 188 104 122 181 29 163 40 43	172
9033	87 97 256 19 20 70	336
9034	131 2 1 46 171 130 12 0 19	3
9035	7 39 5	21
9036	97 430 4 156	13
9037	64 1 96	14
9038	145 404 573	403
9039	104 93 239 55	136
9040	3 2 5 19	20
9041	270 15 5 61	128
9042	2 3 5 21 12 97 155 151 0 66	8
9043	66 16 6 22	71
9044	1 0 22 2 3	21
9045	39 144 38 430 266 43	68
9046	44 12 233	234
9047	225 26 39 38 130	6
9048	90 97 129 23 2 1 88 256 13	133
9049	1 19 4 7 96 2 155 17 66 172	168
9050	1 23 385	293
9051	6 209 158 357 1	150
9052	4 133 66 6 311 2 3 5 172 130	136
9053	71 111 95	369
9054	113 103 7	30
9055	1 63 0 19	131
9056	22 20 19 2	1
9057	270 86 6 248 201	175
9058	0 21 3 2 19 20 70	5
9059	2 98 225 66 21	44
9060	283 209 233 30 29	1
9061	22 1 2 19 6 132	88
9062	176 96 7 144	55
9063	2 22 21	6
9064	1 136 32 46 87	70
9065	7 59 158 159	248
9066	270 142 271	140
9067	17 239 22	115
9068	136 139 150 240	100
9069	225 6 193	120
9070	77 30 66	139
9071	111 253 39	62
9072	2 3 21 224	400
9073	30 3 5 0	1
9074	27 22 224 6 64 21	303
9075	94 30 29 198 96 6 134 137 581 180	435
9076	114 238 1 0 2 59 233	234
9077	52 136 7	145
9078	13 145 1 6 32	481
9079	30 29 118 17 88 136	43
9080	5 2 298 1 263 136	65
9081	0 1 21	103
9082	227 97 55 256 1	88
9083	55 71 185 104 10 82 125 16 43 26 233 281 76 109 163 72 38 57 263	29
9084	2 1 0 3 97 4 172 155 13	44
9085	2 64 21 27	1
9086	198 93 144 55 43 104	274
9087	59 233 124	234
9088	1 118 66	6
9089	52 80 6 59	161
9090	26 118 6	55
9091	21 1 0	44
9092	177 178 96 164	148
9093	124 43 37 71 198	66
9094	5 2 1 0 225 22 115 3	109
9095	12 44 6 106 1	116
9096	25 97 131	62
9097	270 236 114 238 231	132
9098	134 263 32 185 164 310 91 6 316 171 345 568 205 135 118 30	28
9099	30 123 46 94 29 6 2 19 161 3 231 96 86 77 142 137	43
9100	7 172 239 151 113 6 142 103 291 55 147 498 119 245 35 429 144 197 149 261 148 43 210	421
9101	6 59 162	55
9102	22 5 172 2 293 8 61 46 3 4 343 208 173	157
9103	61 37 114	1
9104	265 115 129 13	44
9105	162 93 59	312
9106	447 96 30	6
9107	12 256 156	4
9108	13 12 264	74
9109	136 237 253	111
9110	2 225 172	1
9111	6 62 157 286 303 3 2 46 290 398	161
9112	2 3 17 34	407
9113	1 343 90 64	256
9114	77 233 252	198
9115	3 61 95	46
9116	32 9 100	93
9117	0 1 104 131 71	98
9118	32 270 154 434 264	35
9119	198 39 37 104 93 76 30 274 59	299
9120	131 44 2 12	1
9121	0 2 1	64
9122	115 22 2 340 21 155 109 1 0	224
9123	6 228 37	111
9124	3 21 5	2
9125	142 89 162	197
9126	124 77 122 143	319
9127	12 52 66	59
9128	256 104 138	88
9129	5 6 2 156 4	1
9130	1 124 21 167	224
9131	6 21 46 19	30
9132	6 66 123 226 96 1 27 142	357
9133	1 129 133	70
9134	4 129 5 0 298 130 37 46	265
9135	96 133 24 52	164
9136	30 113 82 55 39 124 144 43 233 29 139 462	240
9137	5 2 3 106 115 21	1
9138	172 248 46	167
9139	463 447 22 6	66
9140	251 252 6 27	180
9141	32 88 90	132
9142	1 22 2 0	5
9143	131 44 13	25
9144	66 124 95	163
9145	1 0 2 5 46 60 19 130	367
9146	1 6 330	224
9147	13 1 74 264 132	492
9148	526 52 435 29 6	474
9149	96 94 61 22 2 113 21 5 52 312 136 128 106 284 93 133 144 130 155 139 115 23 252 46 134 4 54 247 63 249 244 65 8 390 123	167
9150	1 22 155 12	46
9151	44 131 2 12	155
9152	120 93 53	118
9153	4 22 3 21 2 61	5
9154	124 71 462 240 442	111
9155	71 43 96 239 7	193
9156	66 258 257	104
9157	19 16 281 29 171 39 104 142	274
9158	274 151 61 96	22
9159	215 347 526	312
9160	22 2 1	0
9161	0 113 130 71 21 2 119 96 7	329
9162	231 15 70 13 133 114 98 324 239 163 263 37 90 171 144 111 103	93
9163	1 22 133	68
9164	0 343 400	2
9165	163 209 447	72
9166	1 2 5 46 142 6 0	3
9167	64 1 61 7 3	2
9168	116 12 128 233 44	22
9169	171 5 32 172	22
9170	270 86 88	9
9171	91 310 226 404 92 32 37 82	523
9172	122 172 22 2 3 71 5 225 32 298 17 86 30 16 1 0 198 155	247
9173	1 129 97	44
9174	449 28 30 210 584 215	104
9175	6 142 24 12 66 2 336	270
9176	6 30 229 39	27
9177	30 120 39 29 176 274 77	122
9178	114 86 88 21 46 225 17 1 2 3 61 22 30 0 98 144 59 141 278	120
9179	46 37 367	490
9180	21 22 1 248 231 201	6
9181	30 239 114	7
9182	12 22 109 98 16 154 2 3 21 284 124 37 167 248 393 60	467
9183	154 1 106 60 5 115 2	522
9184	6 142 96 43 263	179
9185	2 3 12 256 293 133 96 97 151 30 130 4 144 11 143 228	14
9186	55 171 30 252 198 6 71	491
9187	298 312 103 6 2	293
9188	265 106 137 74	17
9189	365 267 71 189 398	295
9190	96 233 352 338	252
9191	1 142 21 2 0 72 320	3
9192	1 32 124	171
9193	6 103 197	27
9194	5 153 293	157
9195	6 158 93	347
9196	80 298 109	2
9197	2 3 5 1 172 71	8
9198	2 46 3 167	14
9199	93 240 80 103	161
9200	26 22 5	52
9201	12 13 70 17 133 88 98 228 154 2 61 280	382
9202	172 4 130 21 225 1 298 22 61	115
9203	2 3 271 121	13
9204	1 320 0 322 359	19
9205	0 3 43 2 188 52	21
9206	6 139 389 136 93	144
9207	363 12 264	90
9208	55 59 313 154 5 61	277
9209	1 0 2	3
9210	114 124 22 263 77 145	75
9211	2 1 7 4 5	147
9212	103 16 7 210 450 96 444 356 148 120 204 653 207	441
9213	129 36 205	171
9214	13 131 25	44
9215	12 98 55 120 144	257
9216	32 21 1 6 115 97 336 0 2 128	313
9217	17 151 45 6	7
9218	155 46 0 173 130 122 143	387
9219	198 6 233	123
9220	77 39 6	233
9221	228 37 6 38 16 162 260 395 126 449 148	177
9222	270 1 0	11
9223	132 270 86	154
9224	13 363 74	23
9225	256 87 70 90	23
9226	75 323 69 68	294
9227	6 96 52	81
9228	12 106 2	0
9229	97 4 156 129 2	261
9230	283 37 209 270 285	6
9231	22 19 12 116 3	329
9232	274 102 30 39 445 140	183
9233	2 239 104	96
9234	72 121 229	96
9235	133 121 5 10 131	454
9236	32 264 22 96 6	13
9237	1 46 2 225 3 94 21 181 144 285 128	104
9238	144 43 96 305	77
9239	118 126 580 519 96	68
9240	2 46 284 22 21	5
9241	310 91 226	6
9242	95 22 37 3 2 439 159 260 4 320	64
9243	22 172 19 1 21 298 46 20 128 2 3	60
9244	21 5 172 61 12 110	249
9245	129 97 274	70
9246	269 6 151 21	2
9247	96 30 11	137
9248	270 164 198 274 236 39 228 37	142
9249	22 0 1	2
9250	158 135 104 174 150 418 381 64 1 109 407 238 474	46
9251	285 161 442 6	30
9252	157 390 343 173	62
9253	158 98 195 32	270
9254	22 239 7 219 30 66	162
9255	1 0 5 22 60	155
9256	136 247 79	351
9257	283 81 233 25 12 52 71 209 124 32 6 187 464 80	144
9258	90 2 13 44 12	25
9259	164 6 43 188 39	79
9260	104 139 111 167	22
9261	2 5 22	21
9262	2 0 1 3	290
9263	239 89 52 198 59 233	346
9264	5 367 17	46
9265	172 225 94	3
9266	270 88 1 19	20
9267	21 4 22	2
9268	97 221 337 365 185	332
9269	1 52 21 133	97
9270	286 2 387	3
9271	114 37 5 46 2	22
9272	115 80 43 103 100 104 161 66 168 155 71	593
9273	2 3 46 5 225 185 1 21	0
9274	1 97 3 2 21	5
9275	130 113 32 179	35
9276	30 59 120 310	46
9277	2 1 6	0
9278	30 93 118	544
9279	22 2 3 1 5 0 94	8
9280	5 21 172	46
9281	22 2 248 390	343
9282	97 2 115 1 0 12 44	131
9283	111 219 136	439
9284	5 2 61	1
9285	4 5 61 1 0 8	421
9286	121 96 22	115
9287	99 144 274 89	162
9288	96 66 99 71 81 93 45 82 59 87 363 189 89 49 83 5	32
9289	201 116 365 22	325
9290	234 82 71 233	299
9291	13 90 256 88	97
9292	4 21 2 1 0 90 5 46 3	97
9293	30 233 77	52
9294	89 447 164	155
9295	5 2 1	3
9296	71 274 30 29 113 66 247 161 123 15 151 22 311 26 213 399 554 232 280 372	185
9297	44 128 343	400
9298	363 93 271 7 17 274 72	164
9299	2 3 6 46 21	115
9300	113 171 39 252	251
9301	1 70 131 256	12
9302	2 6 1	22
9303	5 17 1 0 20	19
9304	7 172 225 114 0 3 1 22 95 6	2
9305	96 22 2 3	0
9306	209 182 389	102
9307	14 442 161 91	40
9308	123 544 347 215	356
9309	121 236 114	98
9310	96 520 42	151
9311	38 6 43 24 114 231	27
9312	130 1 129	4
9313	130 21 5 129 71 2	1
9314	32 121 195 106	104
9315	1 97 129 12 87	2
9316	30 82 77	233
9317	120 118 6	137
9318	22 144 5 96 13 145 544	493
9319	428 462 65 19	201
9320	6 30 5	172
9321	3 2 1 0 5	8
9322	124 239 282 274 71 97 37 16 501 144 43 39 96 171 184 113	289
9323	5 115 1	130
9324	2 130 97 1 3 70 22 12	127
9325	21 114 2 1	5
9326	82 39 38 488 597	623
9327	3 2 172 5	7
9328	19 20 21 263	2
9329	82 5 502 37 185 97 12 262 95 133 121 271 470 123 274 363 367 39 125 29 104 198 209 233 87 32 93	76
9330	39 77 30 99 96	144
9331	133 10 5 1 0 21 2	3
9332	171 15 89 96	113
9333	22 130 233 196	352
9334	89 185 164 96 137	126
9335	96 1 2 66 12 131 11 44 106 155	64
9336	3 22 6 225	2
9337	131 44 2	3
9338	526 31 488	595
9339	106 5 2 3 172 284	12
9340	44 13 121 316 32 270 288 362 294	612
9341	96 1 171	6
9342	77 404 263 226 7 96 91 310 366 147	306
9343	249 2 321	1
9344	20 19 46 2 8 293 21	329
9345	109 225 2	21
9346	39 38 43	261
9347	2 3 129	1
9348	12 6 1	2
9349	2 3 225 5 60 156	4
9350	154 167 248 210 37	303
9351	6 5 43 30 2 142 120 29 11 125 162 274	82
9352	1 2 5 21 0 96 224 293 296	62
9353	354 383 75	323
9354	68 273 491	42
9355	44 5 2	154
9356	133 12 44 131 128 25 1	2
9357	70 130 129 74 13	264
9358	261 43 68	39
9359	172 13 1 46 21 74 284 39 228 8 145 110 2 16 177 104 357	492
9360	21 6 96	1
9361	1 22 97 172	2
9362	80 180 52 425 100	352
9363	2 1 0 64 5	3
9364	1 131 129 70 256	97
9365	1 12 275 2 167 5 4	17
9366	4 129 133 88 97	70
9367	6 2 46 1 415 66	252
9368	6 5 8	329
9369	225 172 22	21
9370	37 93 262 96	7
9371	120 96 77 144 39	274
9372	94 347 59 67 22	177
9373	1 0 5 2	3
9374	21 20 5 2 454 71 43	66
9375	6 37 71 55 101	229
9376	5 3 22 12 2 46 17 127 293 4 298 152	385
9377	100 30 140 296 66 1	134
9378	2 22 5 60	284
9379	6 96 91 404	665
9380	59 370 422 484 352 353 319 497 610	459
9381	32 98 24 278 231	114
9382	12 1 46	106
9383	236 30 43 368	39
9384	20 172 60 30 39 95 2 5 46 0 3 6 19 115	28
9385	136 158 237 59 7	98
9386	285 59 72 168	160
9387	43 38 233 1 44 106 12 115 98 278 24 4 94	238
9388	96 2 13	44
9389	5 167 522 321 106 249	290
9390	38 43 118 55 229 139 32	227
9391	164 72 53	332
9392	2 1 0	60
9393	22 20 5 12 2 19	0
9394	123 133 71 195	121
9395	97 32 70	16
9396	82 133 86 5 32 204	337
9397	1 2 12	22
9398	274 15 151	113
9399	21 82 99	118
9400	30 7 236 76 19	482
9401	39 357 174	214
9402	22 1 21 2	4
9403	150 22 157 2	201
9404	104 130 135 614 150	343
9405	310 91 98 278 24 141 231 114 238 192 404 37 6	403
9406	263 1 21	2
9407	95 46 21 2 22 61 5 1 225 284 94 393 8 290 152 48 67 438 167 65 112 367 558 322 329 300	153
9408	89 522 185 162 96 30 274 186 53 269 190 192 358	337
9409	114 5 94 61 130	43
9410	43 22 5 61 12 2 1 46 0 82 125 16 59 104 97	329
9411	228 111 473	400
9412	46 367 152 110	275
9413	2 17 3 46 298 61 4 115 111	8
9414	393 22 167	439
9415	12 1 2 3 0 94 46 67	191
9416	2 65 68	201
9417	2 3 5	61
9418	97 6 106	21
9419	5 0 3 2 21 1 293 110 106 46 61 151 6 22 393 8 224 225 290	270
9420	5 46 115	30
9421	144 30 162	285
9422	2 3 5	61
9423	136 104 16	30
9424	32 6 1 97 96	88
9425	6 1 5 99	2
9426	274 104 86 46 2 5 22	66
9427	1 197 55 118 120 96 32	9
9428	366 256 90 32	44
9429	124 2 1	44
9430	96 38 6	135
9431	407 27 179 49 71 344 31 254 140	142
9432	1 0 70 142 12 400 343 314	155
9433	177 161 178 289 522	621
9434	21 2 1	12
9435	15 324 9 87 133 70 463 121 182 10 37 269 81 115 189 154 57 6 96 383 124 143 404 437 22 181 184 16 532 406 552 173 334 680 272 558	149
9436	26 43 6	103
9437	22 172 5 1	2
9438	269 241 59 418 336	531
9439	2 1 155	121
9440	37 66 9	6
9441	136 104 13	262
9442	66 6 155 21	22
9443	132 236 32 195 88 6 9 194 22	316
9444	0 5 22	44
9445	59 6 681 242	407
9446	1 32 22	111
9447	95 110 5 3 61 22 21 172 2 96 1 46 0 115 155 94 225 109 60	336
9448	233 124 176	257
9449	52 88 198 144 70	82
9450	274 6 71 93 30 82 289	155
9451	114 116 46 172	232
9452	261 43 6 217 274	372
9453	88 114 171 143 30	70
9454	71 21 2 6 130 3	133
9455	96 123 71 104	66
9456	1 2 61	8
9457	97 1 226 59	20
9458	22 2 5 61 8 393 46 3 1 0	109
9459	22 385 418	381
9460	2 113 154	44
9461	1 0 19 20	2
9462	115 6 229 99 285 144	71
9463	104 32 182	6
9464	12 172 13 32 1 5	25
9465	86 121 270 59 99 1 103 32 274 144 11	75
9466	70 256 5	87
9467	71 38 285 522	179
9468	282 37 121	236
9469	5 3 1 46 8	21
9470	1 2 5 3 88	298
9471	21 22 2 4	228
9472	155 239 407 153 421	338
9473	239 298 454 128	6
9474	7 30 29 274 162 22	4
9475	225 5 30 128 106 116 144 131 12 2 139 136	46
9476	518 458 406 322 45 536 142 326 6 558 261 18 27 222 300	372
9477	59 99 43 55 197 66	151
9478	12 132 265 130	129
9479	104 12 44 6 19 155 20 0 1 11	2
9480	171 98 91 92 464 16 24 404	175
9481	2 5 3 1 22 0 21 98 278 46	173
9482	66 480 425	36
9483	130 129 2 3 22	4
9484	172 19 0 1	21
9485	32 88 29 13 70 30 66	9
9486	44 106 70	4
9487	52 198 32 59 96 6 142 130 37 38 13 4 70 97 559 105 79 222 380 129	173
9488	123 6 52	7
9489	22 21 1 130 2 3 17 5 129 8 156	4
9490	22 13 154 4 23	70
9491	97 1 86 70 21 12 154	44
9492	14 7 32 232 316	236
9493	132 270 22 2 12	154
9494	39 122 6	69
9495	270 75 98 175 37	573
9496	21 0 336	5
9497	30 66 113 59	22
9498	131 25 12 13 264 154 74 21 2 116 6 115 336 114	20
9499	156 114 5 3 2 70 87 17 10 130 129 132 265	13
9500	96 233 144 30 118	330
9501	32 164 25 12 185 168 44 151	72
9502	22 12 44 2 155 225 1	167
9503	274 241 97	192
9504	72 171 5	121
9505	37 26 144 38 71 30 219	266
9506	172 1 2 21 5 61 22 0 128 188 142 95 39 38	99
9507	310 2 3 104	1
9508	32 19 2 20 5	21
9509	1 0 2 20 19	3
9510	30 4 13 25 32	81
9511	1 2 5	3
9512	44 2 3 46 21 225 367	157
9513	130 256 129	559
9514	91 37 71	144
9515	161 442 59 11	135
9516	114 5 2 66 133 265 24 132 4 0 12 130 111	298
9517	7 130 129 4 26 96 39 239 136 42	418
9518	1 0 64	2
9519	172 225 115 46 109 19 17 247 5 6 37	159
9520	6 27 142	338
9521	3 5 60 130	2
9522	100 52 198	180
9523	2 290 5 22	293
9524	2 1 320	64
9525	6 27 263	573
9526	133 1 16 129 87	13
9527	103 389 187 56 164 77 519 120 496 421	210
9528	176 59 233 2	82
9529	30 93 229 113 264 236 26 139	55
9530	133 171 43 52 120 6 36	296
9531	2 6 0 115 393	48
9532	26 113 104 66	93
9533	1 6 198 155	103
9534	219 32 82	96
9535	104 59 7	11
9536	2 64 1 5	47
9537	22 21 284 111 225 155 94 46 172 167 367 48 201 302	393
9538	239 151 137	28
9539	30 124 123 104 136 71 66 43 139 55	100
9540	2 3 22 5	1
9541	1 46 61	5
9542	1 21 46	2
9543	21 1 37 22	2
9544	2 22 1	6
9545	21 86 1 172 46 93 274 136 111 118 144 124 55 30	233
9546	12 13 2 44	131
9547	2 1 6 120 5 21 130 4 225 3 290 46 320	0
9548	6 49 59	27
9549	1 2 385	3
9550	22 1 44	12
9551	6 44 12	66
9552	130 32 1	44
9553	44 8 144 116 106 12 379 215 327	163
9554	21 6 52	22
9555	32 22 23 130 88	13
9556	2 116 109 225	0
9557	5 2 46 329	222
9558	1 66 32 5	88
9559	96 137 66 522 155 14 158	337
9560	447 274 104	49
9561	2 1 64	0
9562	104 6 96	198
9563	172 1 59	64
9564	231 7 5	22
9565	165 306 115 28	30
9566	59 210 52 422 341 6 55 198	143
9567	231 114 6 7	24
9568	12 59 52 131	6
9569	30 104 93 143 71 96 7	22
9570	1 0 172	5
9571	90 5 46 23 70 256 2	25
9572	104 1 418 64	197
9573	2 1 0 21 3 5 22	155
9574	29 176 96 124 82 113 137 262 219 162 163 93 285 188 38 168 11 99 228 507	198
9575	12 13 124 30 313 277 116 264 2 324 74 71 44 131 106 155	382
9576	3 6 30 5	2
9577	32 1 2 5 226 14 156 111 130 316	4
9578	22 4 130 3	2
9579	13 128 12 154 116	5
9580	2 97 130 23 106 8	115
9581	1 96 66 71	498
9582	114 87 88 270 24 98	75
9583	129 70 1	0
9584	64 1 191 97 87 217 167 39 261 43 289	96
9585	130 44 12	164
9586	233 234 59	30
9587	13 23 172 30	284
9588	66 142 386	252
9589	21 46 61 5 20	19
9590	120 1 134	43
9591	46 5 106 61	249
9592	103 9 363 310 236	463
9593	9 66 47 296 35	28
9594	86 88 97 229 7 104 185 139	159
9595	32 4 130 228	96
9596	46 2 21	6
9597	37 123 226 142 16	7
9598	114 22 2 130 4 49	11
9599	154 106 1 22 121	130
9600	70 87 15	383
9601	130 88 97 52 32 262 263	143
9602	114 130 363 32 37 228 197 175	490
9603	6 21 66 96	174
9604	124 55 66	6
9605	1 0 21	115
9606	171 130 129 88 156	4
9607	172 22 5 36 400 62	88
9608	22 6 21	27
9609	233 257 234 9	258
9610	26 162 113	143
9611	69 272 400	68
9612	22 6 299 71	120
9613	1 2 96 44 70 385 256 12	314
9614	136 93 501 1 61	7
9615	86 262 182 37 93	87
9616	113 165 151	177
9617	1 2 19 46 5	152
9618	96 52 6	66
9619	94 109 98 114	21
9620	2 3 44 106 70	87
9621	1 46 5	8
9622	162 86 32 198 81 195 16 142	6
9623	6 161 442	534
9624	17 46 2 109	5
9625	123 145 30 66	426
9626	130 4 129 32 37 98 22 114 38 1 142 138 66 118 43 41 316 191 387 261 260 397 398 47 221	365
9627	172 26 128 154	59
9628	86 9 122 15 324 270 88 103 104 225 87	21
9629	22 115 6 454 59 46 167	318
9630	12 154 96 21 5 137 120	162
9631	5 61 172 2	21
9632	172 8 236 44 131 25	127
9633	44 131 13 264 98 144	367
9634	45 43 96	30
9635	96 66 239 190 274 144 21 157	4
9636	93 86 82 87 13 88 132 15 32 263 310	172
9637	97 70 114 17 7 29 118 133 88 151 93 130	26
9638	281 172 22 89 60 137 96 155 26	148
9639	201 3 138 167	327
9640	131 25 12	1
9641	114 32 1	26
9642	128 13 71 131	277
9643	124 96 31	180
9644	2 1 0 367 6 71 5	3
9645	1 3 2	0
9646	1 97 2 3 106 21 12	16
9647	1 5 46 16 0	3
9648	22 1 0	2
9649	151 171 26 96	122
9650	5 393 2	367
9651	262 123 6 142	136
9652	13 239 88 59 5 2	3
9653	172 2 95	5
9654	97 98 70 17 22	88
9655	121 167 248 14 294	201
9656	264 265 88 2 270 21 19 1 4 171 17 116 109 172 106 154 393 8	157
9657	30 1 2	320
9658	172 8 13 366 116 60 44 25	528
9659	233 234 353	484
9660	96 219 1 86	528
9661	113 22 247	133
9662	121 236 271 195	424
9663	1 0 142	343
9664	96 4 1 0 97 22 2 32 165 88 90 191 226	142
9665	87 5 2 3	24
9666	12 14 131	44
9667	3 2 5	133
9668	1 0 2	321
9669	5 340 172 115	22
9670	23 88 71 55	66
9671	1 2 3 0 24 116 19 20	133
9672	70 97 130 136 365	221
9673	70 71 55 29 103 144 131 1 2 120	7
9674	77 38 11 163 39 16 26 122 43 222 18 59 488 42	204
9675	84 151 126 285	96
9676	1 29 81	357
9677	1 2 3 17 88	20
9678	1 97 66 5 3 2 0 21 61 142 19 293 130 129 4 22 60 20 197 106 64	62
9679	7 118 124 52 93 71 43 291	171
9680	0 2 6	5
9681	5 1 172 3 2 0 17 21 61	24
9682	122 70 7 113 4	130
9683	124 30 71 16 52 59	282
9684	87 32 97 2	22
9685	30 219 136	137
9686	13 97 1 2 0 19 3 131	155
9687	4 5 2 97 17 3 179	65
9688	7 123 96	100
9689	6 233 66 29 95 124 43 96 30 93 7 103 55	27
9690	470 52 155 96 285	6
9691	130 129 4 97 123 1 44 131	265
9692	8 22 2 12	300
9693	6 38 171 30 39 52 270 206	29
9694	12 44 464 52	131
9695	12 2 13 44 22	106
9696	12 17 70	3
9697	313 12 14 131	44
9698	94 172 2 5	17
9699	296 66 519 480 200	6
9700	154 271 195 98 573 121 75 90	165
9701	6 142 171	39
9702	4 130 2	1
9703	32 30 337	7
9704	2 3 5 60 299 6	142
9705	59 136 17 22 135	418
9706	75 363 9	32
9707	70 97 132 22 1 128	12
9708	1 23 0 21 12 2 3 87 44 131	64
9709	270 104 82 97 70 88 130 66 5 113 239 46 17	2
9710	256 1 12	44
9711	271 9 121	613
9712	2 22 97 1 5 60 34 33 205 365 221	337
9713	30 6 96 189 233 133	137
9714	6 151 54	236
9715	37 111 22 253	400
9716	39 142 5 118 6 96	167
9717	77 274 310 404 252	226
9718	355 269 59 96	148
9719	9 12 1 270	88
9720	303 612 48	553
9721	100 59 182 104 37 238	113
9722	2 151 39 43 118 155	1
9723	29 232 389 30 43	266
9724	6 15 9	184
9725	114 130 3	2
9726	171 205 64	1
9727	22 172 21	225
9728	58 171 205	365
9729	61 12 155 1 2	8
9730	171 97 168 96	162
9731	38 274 164 151	401
9732	45 9 270	6
9733	88 70 55 2 6	281
9734	55 6 30 80 99 93 29 281 2 21	120
9735	1 2 30 6	12
9736	46 1 5 21	154
9737	136 96 22 156 247	197
9738	2 3 19	20
9739	2 25 97 5	17
9740	86 37 46 12 274 97 22 1 128 106 7 44 26 111 127	175
9741	97 130 129 70 106	44
9742	1 270 22 6 2 5	191
9743	154 12 2 3 155 46	226
9744	274 30 77	239
9745	1 3 0	8
9746	130 129 17 98 22 4 2 3 12 171 189 1 60	5
9747	124 270 30 37	47
9748	26 124 52 30 77	111
9749	2 20 21 19 0 5 97 70 60	131
9750	282 274 86 113 470 71 262 37 137 219 59 164 168 144 122 448 228 11 160 120 133 413 487 115 407 514 58 493 600 384 358 436 410	579
9751	136 6 151 22 247 97	1
9752	263 1 6 121 151	96
9753	30 136 104 96	29
9754	111 6 26 144 162 213	173
9755	17 173 228	62
9756	114 239 181 433	21
9757	123 6 240	27
9758	363 9 172 132 354 52 16	171
9759	198 188 66 26 144 124 99 43 448 55 6	252
9760	2 1 4	64
9761	155 1 0 21	284
9762	5 2 3	225
9763	30 130 22 172 21 5 110 2 0 115 46 96 124 155 201	275
9764	132 130 343 400	4
9765	265 132 46 115 12 116 131 44	64
9766	463 121 242	37
9767	97 132 256 9 13 32	144
9768	2 1 5 130 21 115	182
9769	37 1 29 59 30 144 3 2 22 0 225 7 21 155 46 5 175 167	260
9770	209 15 118 9 6 289 144 526	45
9771	30 71 124 1 52 131 133 198 29 137 236 70	118
9772	64 28 353 224 425 435	155
9773	66 182 59 30	347
9774	22 97 2	3
9775	88 75 323	69
9776	6 528 17 14 253 289	158
9777	22 2 20 19 17 290 64 157	1
9778	22 66 1	21
9779	39 163 96	38
9780	155 68 5	393
9781	1 0 290 12 249 2 3 21 22 238 17	270
9782	132 30 241 9	66
9783	46 2 3 5 284 1 66 6	248
9784	111 109 285	96
9785	7 299 454 413	55
9786	155 12 106	44
9787	144 155 71 139 1 77 120 93 96 30 29 59 339 143 198 182 187 607 340	247
9788	209 5 155 46	12
9789	13 132 310 66 6 59 131 21	233
9790	6 1 0	59
9791	104 144 229 118 59 370	135
9792	48 248 6 167	153
9793	21 2 3	46
9794	270 397 452	46
9795	32 87 16 125 30	171
9796	22 2 1 46	21
9797	2 21 13	3
9798	61 2 172	3
9799	25 2 6 44 22 12 5	14
